abstract,url,snipper,lead_par,pub_date,type_of_material
"President Biden expressed optimism in the fight against the coronavirus amid a drop in new cases, while pleading with unvaccinated Americans to get the shots and rallying support for vaccine mandates.",https://www.nytimes.com/video/health/100000008025754/biden-covid-progress-update-companies-vaccine-mandate.html,"President Biden expressed optimism in the fight against the coronavirus amid a drop in new cases, while pleading with unvaccinated Americans to get the shots and rallying support for vaccine mandates.","President Biden expressed optimism in the fight against the coronavirus amid a drop in new cases, while pleading with unvaccinated Americans to get the shots and rallying support for vaccine mandates.",2021-10-14T21:51:04+0000,Video
"“I’m calling on more business to step up. I’m calling on more parents to get their children vaccinated when they are eligible,” President Biden said.",https://www.nytimes.com/2021/10/14/us/politics/biden-covid-vaccine-delta.html,"“I’m calling on more business to step up. I’m calling on more parents to get their children vaccinated when they are eligible,” President Biden said.","President Biden pleaded with Americans to remain vigilant against the coronavirus on Thursday, rallying states and private businesses to support vaccine mandates in an effort to avoid a surge in cases.",2021-10-14T17:05:42+0000,News
Just 20 percent of people in low- and lower-middle-income countries have had a Covid-19 vaccine dose — versus 80 percent in richer countries.,https://www.nytimes.com/2021/09/19/opinion/covid-vaccine-booster-shots-africa.html,Just 20 percent of people in low- and lower-middle-income countries have had a Covid-19 vaccine dose — versus 80 percent in richer countries.,"As the rich world rolls out Covid-19 booster shots, hundreds of millions of Africans remain dangerously exposed, still awaiting their first vaccine dose. This not only adds to the litany of harsh disparities we’ve seen around this virus, but it is also a scandalous injury to global solidarity and vaccine equity.",2021-09-19T19:00:08+0000,Op-Ed
A series of studies found that the Moderna vaccine seemed to be more protective as the months passed than the Pfizer-BioNTech vaccine. Here’s why.,https://www.nytimes.com/2021/09/22/health/covid-moderna-pfizer-vaccines.html,A series of studies found that the Moderna vaccine seemed to be more protective as the months passed than the Pfizer-BioNTech vaccine. Here’s why.,It was a constant refrain from federal health officials after the coronavirus vaccines were authorized: These shots are all equally effective.,2021-09-22T09:00:19+0000,News
"The focus on “hesitancy” as the driver of lower Covid-19 vaccination rates misses the real problem, and opportunity.",https://www.nytimes.com/2021/03/05/opinion/us-covid-black-people.html,"The focus on “hesitancy” as the driver of lower Covid-19 vaccination rates misses the real problem, and opportunity.","Despite having one of the highest risks of dying from Covid-19, about twice that of white Americans, Black Americans remain one of the least vaccinated racial or ethnic groups, with data showing that only 5.7 percent have received at least one dose of a Covid-19 vaccine.",2021-03-05T22:45:06+0000,Op-Ed
An initial shipment of about 2.9 million doses of Pfizer’s coronavirus vaccine will be sent around the United States over the next week. So what happens next?,https://www.nytimes.com/2020/12/14/podcasts/the-daily/coronavirus-update.html,An initial shipment of about 2.9 million doses of Pfizer’s coronavirus vaccine will be sent around the United States over the next week. So what happens next?,"The Food and Drug Administration authorized Pfizer’s Covid-19 vaccine for emergency use on Friday, clearing the way for millions of highly vulnerable people to begin receiving inoculations within days.",2020-12-14T11:00:05+0000,News
"Rising immunity and modest changes in behavior may explain why cases are declining, but much remains unknown, scientists say.",https://www.nytimes.com/2021/10/14/health/coronavirus-delta-surge.html,"Rising immunity and modest changes in behavior may explain why cases are declining, but much remains unknown, scientists say.","After a brutal summer surge, driven by the highly contagious Delta variant, the coronavirus is again in retreat.",2021-10-14T14:15:12+0000,News
Australians have been enlisted as unwitting props in an American culture war.,https://www.nytimes.com/2021/10/14/opinion/australia-far-right-america.html,Australians have been enlisted as unwitting props in an American culture war.,"SYDNEY, Australia — Ron DeSantis, the Republican governor of Florida who has made a name for himself as an extreme opponent of vaccine mandates, announced at the end of last month that Australia was “not a free country.” This was surprising news — most of all to Australians.",2021-10-14T09:00:12+0000,Op-Ed
"Vaccinated kids aged 5 to 11 showed evidence of protection against the virus, the company said. The data must be reviewed by the F.D.A. before children can be inoculated.",https://www.nytimes.com/2021/09/20/health/covid-children-vaccine-pfizer.html,"Vaccinated kids aged 5 to 11 showed evidence of protection against the virus, the company said. The data must be reviewed by the F.D.A. before children can be inoculated.","The Pfizer-BioNTech coronavirus vaccine has been shown to be safe and highly effective in young children aged 5 to 11 years, the companies announced early Monday morning. The news sets the stage for authorization of the vaccine for younger children, possibly before the end of October.",2021-09-20T10:45:09+0000,News
A policy has not been set. But nursing home residents and health care workers would most likely be first in line.,https://www.nytimes.com/2021/08/14/us/politics/covid-vaccine-third-shot-booster.html,A policy has not been set. But nursing home residents and health care workers would most likely be first in line.,"WASHINGTON — With a stockpile of at least 100 million doses at the ready, Biden administration officials are developing a plan to start offering coronavirus booster shots to some Americans as early as this fall even as researchers continue to hotly debate whether extra shots are needed, according to people familiar with the effort.",2021-08-14T17:05:21+0000,News
